[2026-05-18 15:23:17] URI: /school1/, VIEW: index, PATH: /mnt/c/projects/apache/school1/src/lekhak/resources/views/index.blade.php, IS_ADMIN: NO
[2026-05-18 15:28:16] URI: /school1/, VIEW: index, PATH: /mnt/c/projects/apache/school1/src/lekhak/resources/views/index.blade.php, IS_ADMIN: NO
[2026-05-18 15:30:01] URI: /school1/lekhak/admin/login, VIEW: login, PATH: /mnt/c/projects/apache/school1/src/lekhak/resources/views/login.blade.php, IS_ADMIN: NO
[2026-05-18 15:30:05] URI: /school1/lekhak/node/3, VIEW: landing-page, PATH: /mnt/c/projects/apache/school1/src/lekhak/resources/views/landing-page.blade.php, IS_ADMIN: NO
[2026-05-19 01:14:21] URI: /school1/lekhak/node/3, VIEW: landing-page, PATH: /mnt/c/projects/apache/school1/src/lekhak/resources/views/landing-page.blade.php, IS_ADMIN: NO
[2026-05-19 01:16:33] URI: /school1/lekhak/node/3, VIEW: landing-page, PATH: /mnt/c/projects/apache/school1/src/lekhak/resources/views/landing-page.blade.php, IS_ADMIN: NO
[2026-05-19 01:17:47] URI: /school1/lekhak/node/3, VIEW: landing-page, PATH: /mnt/c/projects/apache/school1/src/lekhak/resources/views/landing-page.blade.php, IS_ADMIN: NO
[2026-05-19 01:19:02] URI: /school1/lekhak/node/3, VIEW: landing-page, PATH: /mnt/c/projects/apache/school1/src/lekhak/resources/views/landing-page.blade.php, IS_ADMIN: NO
[2026-05-19 14:06:31] URI: , VIEW: dashboard, PATH: C:\projects\apache\school1/src/lekhak/resources/themes/lekhak_themes/glass_admin/views/dashboard.blade.php, IS_ADMIN: YES
[2026-05-19 12:08:47] URI: /school1/lekhak/admin, VIEW: dashboard, PATH: /mnt/c/projects/apache/school1/src/lekhak/resources/themes/lekhak_themes/glass_admin/views/dashboard.blade.php, IS_ADMIN: YES
[2026-05-19 12:09:22] URI: /school1/lekhak/admin, VIEW: dashboard, PATH: /mnt/c/projects/apache/school1/src/lekhak/resources/themes/lekhak_themes/glass_admin/views/dashboard.blade.php, IS_ADMIN: YES
[2026-05-19 12:09:58] URI: /school1/lekhak/admin, VIEW: dashboard, PATH: /mnt/c/projects/apache/school1/src/lekhak/resources/themes/lekhak_themes/glass_admin/views/dashboard.blade.php, IS_ADMIN: YES
